Index,Compound,CAS,T_half_soil_days,SOURCE,Entry,CID,INCHI,INCHIKEY,Canonical_smiles
321,Quinoxyfen,124495-18-7,508.0,HSDB,321.0,3391107,InChI=1S/C15H8Cl2FNO/c16-9-7-12(17)15-13(8-9)19-6-5-14(15)20-11-3-1-10(18)2-4-11/h1-8H,WRPIRSINYZBGPK-UHFFFAOYSA-N,Fc1ccc(Oc2ccnc3cc(Cl)cc(Cl)c23)cc1
322,QUIZALOFOP-ETHYL,100760-10-9|76578-14-8,60.0,HSDB,322.0,53518,"InChI=1S/C19H17ClN2O4/c1-3-24-19(23)12(2)25-14-5-7-15(8-6-14)26-18-11-21-17-10-13(20)4-9-16(17)22-18/h4-12H,3H2,1-2H3",OSUHJPCHFDQAIT-UHFFFAOYSA-N,CCOC(=O)C(C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1
323,Rimsulfuron,122931-48-0,24.5,HSDB,323.0,91779,"InChI=1S/C14H17N5O7S2/c1-4-27(21,22)9-6-5-7-15-12(9)28(23,24)19-14(20)18-13-16-10(25-2)8-11(17-13)26-3/h5-8H,4H2,1-3H3,(H2,16,17,18,19,20)",MEFOUWRMVYJCQC-UHFFFAOYSA-N,CCS(=O)(=O)c1cccnc1S(=O)(=O)NC(O)=Nc1nc(OC)cc(OC)n1
324,ROTENONE,83-79-4,25.0,HSDB,324.0,6758,"InChI=1S/C23H22O6/c1-11(2)16-8-14-15(28-16)6-5-12-22(24)21-13-7-18(25-3)19(26-4)9-17(13)27-10-20(21)29-23(12)14/h5-7,9,16,20-21H,1,8,10H2,2-4H3/t16-,20-,21+/m1/s1",JUVIOZPCNVVQFO-HBGVWJBISA-N,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1
325,SALINOMYCIN,53003-10-4,5.0,HSDB,325.0,3085092,"InChI=1S/C42H70O11/c1-11-29(38(46)47)31-15-14-23(4)36(50-31)27(8)34(44)26(7)35(45)30(12-2)37-24(5)22-25(6)41(51-37)19-16-32(43)42(53-41)21-20-39(10,52-42)33-17-18-40(48,13-3)28(9)49-33/h16,19,23-34,36-37,43-44,48H,11-15,17-18,20-22H2,1-10H3,(H,46,47)/t23-,24-,25+,26-,27-,28-,29+,30-,31+,32+,33+,34+,36+,37-,39-,40+,41-,42-/m0/s1",KQXDHUJYNAXLNZ-XQSDOZFQSA-N,CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H]1O[C@@H]([C@@H](CC)C(=O)O)CC[C@@H]1C)[C@H]1O[C@]2(C=C[C@@H](O)[C@]3(CC[C@@](C)([C@H]4CC[C@](O)(CC)[C@H](C)O4)O3)O2)[C@H](C)C[C@@H]1C
326,SETHOXYDIM,1262311-71-6|71441-80-0|74051-80-2,50.0,HSDB,326.0,135491830,"InChI=1S/C17H29NO3S/c1-5-8-14(18-21-6-2)17-15(19)10-13(11-16(17)20)9-12(4)22-7-3/h12-13,19H,5-11H2,1-4H3/b18-14+",CSPPKDPQLUUTND-NBVRZTHBSA-N,CCC/C(=N\OCC)C1=C(O)CC(CC(C)SCC)CC1=O
327,SIDURON,1982-49-6,150.0,HSDB,327.0,16116,"InChI=1S/C14H20N2O/c1-11-7-5-6-10-13(11)16-14(17)15-12-8-3-2-4-9-12/h2-4,8-9,11,13H,5-7,10H2,1H3,(H2,15,16,17)",JXVIIQLNUPXOII-UHFFFAOYSA-N,CC1CCCCC1NC(O)=Nc1ccccc1
328,Stearic acid,18639-67-3|57-11-4,13.025,HSDB,328.0,5281,"InChI=1S/C18H36O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h2-17H2,1H3,(H,19,20)",QIQXTHQIDYTFRH-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCC(=O)O
329,SULFAMETHAZINE,57-68-1,7.6,HSDB,329.0,5327,"InChI=1S/C12H14N4O2S/c1-8-7-9(2)15-12(14-8)16-19(17,18)11-5-3-10(13)4-6-11/h3-7H,13H2,1-2H3,(H,14,15,16)",ASWVTGNCAZCNNR-UHFFFAOYSA-N,Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1
330,SULFENTRAZONE,122836-35-5,3285.0,HSDB,330.0,86369,"InChI=1S/C11H10Cl2F2N4O3S/c1-5-16-19(11(20)18(5)10(14)15)9-4-8(17-23(2,21)22)6(12)3-7(9)13/h3-4,10,17H,1-2H3",OORLZFUTLGXMEF-UHFFFAOYSA-N,Cc1nn(-c2cc(NS(C)(=O)=O)c(Cl)cc2Cl)c(=O)n1C(F)F
331,Sulfometuron-methyl,74222-97-2,25.0,HSDB,331.0,52997,"InChI=1S/C15H16N4O5S/c1-9-8-10(2)17-14(16-9)18-15(21)19-25(22,23)12-7-5-4-6-11(12)13(20)24-3/h4-8H,1-3H3,(H2,16,17,18,19,21)",ZDXMLEQEMNLCQG-UHFFFAOYSA-N,COC(=O)c1ccccc1S(=O)(=O)NC(O)=Nc1nc(C)cc(C)n1
332,SULPROFOS,35400-43-2,28.0,HSDB,332.0,37125,"InChI=1S/C12H19O2PS3/c1-4-10-18-15(16,13-5-2)14-11-6-8-12(17-3)9-7-11/h6-9H,4-5,10H2,1-3H3",JXHJNEJVUNHLKO-UHFFFAOYSA-N,CCCSP(=S)(OCC)Oc1ccc(SC)cc1
333,SWEP,1918-18-9,42.0,HSDB,333.0,15969,"InChI=1S/C8H7Cl2NO2/c1-13-8(12)11-5-2-3-6(9)7(10)4-5/h2-4H,1H3,(H,11,12)",WOZQBERUBLYCEG-UHFFFAOYSA-N,COC(O)=Nc1ccc(Cl)c(Cl)c1
334,SYSTOX,8065-48-3,26.0,HSDB,334.0,24722,"InChI=1S/2C8H19O3PS2/c1-4-10-12(9,11-5-2)14-8-7-13-6-3;1-4-9-12(13,10-5-2)11-7-8-14-6-3/h2*4-8H2,1-3H3",FAXIJTUDSBIMHY-UHFFFAOYSA-N,CCOP(=O)(OCC)SCCSCC.CCOP(=S)(OCC)OCCSCC
335,TEBUFENOZIDE,112410-23-8|142583-69-5,179.0,HSDB,335.0,91773,"InChI=1S/C22H28N2O2/c1-7-17-8-10-18(11-9-17)20(25)23-24(22(4,5)6)21(26)19-13-15(2)12-16(3)14-19/h8-14H,7H2,1-6H3,(H,23,25)",QYPNKSZPJQQLRK-UHFFFAOYSA-N,CCc1ccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)cc1
336,TEBUPIRIMFOS,96182-53-5,343.0,HSDB,336.0,93516,"InChI=1S/C13H23N2O3PS/c1-7-16-19(20,17-10(2)3)18-11-8-14-12(15-9-11)13(4,5)6/h8-10H,7H2,1-6H3",AWYOMXWDGWUJHS-UHFFFAOYSA-N,CCOP(=S)(Oc1cnc(C(C)(C)C)nc1)OC(C)C
337,TEBUTHIURON,34014-18-1,1077.0,HSDB,337.0,5383,"InChI=1S/C9H16N4OS/c1-9(2,3)6-11-12-8(15-6)13(5)7(14)10-4/h1-5H3,(H,10,14)",HBPDKDSFLXWOAE-UHFFFAOYSA-N,CN=C(O)N(C)c1nnc(C(C)(C)C)s1
338,TERBACIL,5902-51-2,653.0,HSDB,338.0,22188,"InChI=1S/C9H13ClN2O2/c1-5-6(10)7(13)12(8(14)11-5)9(2,3)4/h1-4H3,(H,11,14)",NBQCNZYJJMBDKY-UHFFFAOYSA-N,Cc1nc(O)n(C(C)(C)C)c(=O)c1Cl
339,TERBUFOS,13071-79-9,86.6,HSDB,339.0,25670,"InChI=1S/C9H21O2PS3/c1-6-10-12(13,11-7-2)15-8-14-9(3,4)5/h6-8H2,1-5H3",XLNZEKHULJKQBA-UHFFFAOYSA-N,CCOP(=S)(OCC)SCSC(C)(C)C
340,TERBUTRYNE,886-50-0,227.0,HSDB,340.0,13450,"InChI=1S/C10H19N5S/c1-6-11-7-12-8(15-10(2,3)4)14-9(13-7)16-5/h6H2,1-5H3,(H2,11,12,13,14,15)",IROINLKCQGIITA-UHFFFAOYSA-N,CCN=c1nc(NC(C)(C)C)[nH]c(SC)n1
341,TERPINOLENE,586-62-9,3.0,HSDB,341.0,11463,"InChI=1S/C10H16/c1-8(2)10-6-4-9(3)5-7-10/h4H,5-7H2,1-3H3",MOYAFQVGZZPNRA-UHFFFAOYSA-N,CC1=CCC(=C(C)C)CC1
342,TETRACHLORVINPHOS,22248-79-9,4.4,HSDB,342.0,5284462,"InChI=1S/C10H9Cl4O4P/c1-16-19(15,17-2)18-10(5-11)6-3-8(13)9(14)4-7(6)12/h3-5H,1-2H3/b10-5-",UBCKGWBNUIFUST-YHYXMXQVSA-N,COP(=O)(OC)O/C(=C\Cl)c1cc(Cl)c(Cl)cc1Cl
343,TETRYL,479-45-8,90.0,HSDB,343.0,10178,"InChI=1S/C7H5N5O8/c1-8(12(19)20)7-5(10(15)16)2-4(9(13)14)3-6(7)11(17)18/h2-3H,1H3",AGUIVNYEYSCPNI-UHFFFAOYSA-N,CN(c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-])[N+](=O)[O-]
344,THIABENDAZOLE,148-79-8,403.0,HSDB,344.0,5430,"InChI=1S/C10H7N3S/c1-2-4-8-7(3-1)12-10(13-8)9-5-14-6-11-9/h1-6H,(H,12,13)",WJCNZQLZVWNLKY-UHFFFAOYSA-N,c1ccc2[nH]c(-c3cscn3)nc2c1
345,Thiacloprid,1119449-18-1|111988-49-9,142.0,HSDB,345.0,115224,"InChI=1S/C10H9ClN4S/c11-9-2-1-8(5-13-9)6-15-3-4-16-10(15)14-7-12/h1-2,5H,3-4,6H2",HOKKPVIRMVDYPB-UHFFFAOYSA-N,N#CN=C1SCCN1Cc1ccc(Cl)nc1
346,THIAZOPYR,117718-60-2|147172-37-0,437.0,HSDB,346.0,91776,"InChI=1S/C16H17F5N2O2S/c1-7(2)6-8-9(15(24)25-3)11(13(17)18)23-12(16(19,20)21)10(8)14-22-4-5-26-14/h7,13H,4-6H2,1-3H3",YIJZJEYQBAAWRJ-UHFFFAOYSA-N,COC(=O)c1c(C(F)F)nc(C(F)(F)F)c(C2=NCCS2)c1CC(C)C
347,THIFENSULFURON-METHYL,79277-27-3,27.0,HSDB,347.0,73674,"InChI=1S/C12H13N5O6S2/c1-6-13-10(16-12(14-6)23-3)15-11(19)17-25(20,21)7-4-5-24-8(7)9(18)22-2/h4-5H,1-3H3,(H2,13,14,15,16,17,19)",AHTPATJNIAFOLR-UHFFFAOYSA-N,COC(=O)c1sccc1S(=O)(=O)N=C(O)N=c1nc(C)nc(OC)[nH]1
348,THIOBENCARB,28249-77-6,137.0,HSDB,348.0,34192,"InChI=1S/C12H16ClNOS/c1-3-14(4-2)12(15)16-9-10-5-7-11(13)8-6-10/h5-8H,3-4,9H2,1-2H3",QHTQREMOGMZHJV-UHFFFAOYSA-N,CCN(CC)C(=O)SCc1ccc(Cl)cc1
349,THIONAZIN,297-97-2,14.0,HSDB,349.0,9272,"InChI=1S/C8H13N2O3PS/c1-3-11-14(15,12-4-2)13-8-7-9-5-6-10-8/h5-7H,3-4H2,1-2H3",IRVDMKJLOCGUBJ-UHFFFAOYSA-N,CCOP(=S)(OCC)Oc1cnccn1
350,THIOUREA,17356-08-0|62-56-6,18.7,HSDB,350.0,2723790,"InChI=1S/CH4N2S/c2-1(3)4/h(H4,2,3,4)",UMGDCJDMYOKAJW-UHFFFAOYSA-N,N=C(N)S
351,TIAMULIN,55297-95-5,16.0,HSDB,351.0,656958,"InChI=1S/C28H47NO4S/c1-8-26(6)17-22(33-23(31)18-34-16-15-29(9-2)10-3)27(7)19(4)11-13-28(20(5)25(26)32)14-12-21(30)24(27)28/h8,19-20,22,24-25,32H,1,9-18H2,2-7H3/t19-,20+,22-,24+,25+,26-,27+,28+/m1/s1",UURAUHCOJAIIRQ-QGLSALSOSA-N,C=C[C@]1(C)C[C@@H](OC(=O)CSCCN(CC)CC)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O
352,TOLYLFLUANID,731-27-1,2.0,HSDB,352.0,12898,"InChI=1S/C10H13Cl2FN2O2S2/c1-8-4-6-9(7-5-8)15(18-10(11,12)13)19(16,17)14(2)3/h4-7H,1-3H3",HYVWIQDYBVKITD-UHFFFAOYSA-N,Cc1ccc(N(SC(F)(Cl)Cl)S(=O)(=O)N(C)C)cc1
353,TRALKOXYDIM,NA,35.0,HSDB,353.0,NA,NA,NA,NA
354,Tralomethrin,66841-25-6,84.0,HSDB,354.0,9809914,"InChI=1S/C22H19Br4NO3/c1-21(2)17(19(23)22(24,25)26)18(21)20(28)30-16(12-27)13-7-6-10-15(11-13)29-14-8-4-3-5-9-14/h3-11,16-19H,1-2H3",YWSCPYYRJXKUDB-UHFFFAOYSA-N,CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1C(Br)C(Br)(Br)Br
355,"trans-1,2-Dichloroethylene",15075-90-8|156-60-5,23.0,HSDB,355.0,638186,InChI=1S/C2H2Cl2/c3-1-2-4/h1-2H/b2-1+,KFUSEUYYWQURPO-OWOJBTEDSA-N,Cl/C=C/Cl
356,"TRANS-1,3-DICHLOROPROPENE",10061-02-6|5427-56-5,24.0,HSDB,356.0,24726,"InChI=1S/C3H4Cl2/c4-2-1-3-5/h1-2H,3H2/b2-1+",UOORRWUZONOOLO-OWOJBTEDSA-N,Cl/C=C/CCl
357,TRIADIMEFON,43121-43-3,26.0,HSDB,357.0,39385,"InChI=1S/C14H16ClN3O2/c1-14(2,3)12(19)13(18-9-16-8-17-18)20-11-6-4-10(15)5-7-11/h4-9,13H,1-3H3",WURBVZBTWMNKQT-UHFFFAOYSA-N,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1
358,Triasulfuron,82097-50-5,76.0,HSDB,358.0,73282,"InChI=1S/C14H16ClN5O5S/c1-9-16-12(19-14(17-9)24-2)18-13(21)20-26(22,23)11-6-4-3-5-10(11)25-8-7-15/h3-6H,7-8H2,1-2H3,(H2,16,17,18,19,20,21)",XOPFESVZMSQIKC-UHFFFAOYSA-N,COc1nc(C)nc(=NC(O)=NS(=O)(=O)c2ccccc2OCCCl)[nH]1
359,TRIAZOPHOS,24017-47-8,87.0,HSDB,359.0,32184,"InChI=1S/C12H16N3O3PS/c1-3-16-19(20,17-4-2)18-12-13-10-15(14-12)11-8-6-5-7-9-11/h5-10H,3-4H2,1-2H3",AMFGTOFWMRQMEM-UHFFFAOYSA-N,CCOP(=S)(OCC)Oc1ncn(-c2ccccc2)n1
360,TRIBENURON-METHYL,101200-48-0,21.0,HSDB,360.0,153909,"InChI=1S/C15H17N5O6S/c1-9-16-13(18-14(17-9)26-4)20(2)15(22)19-27(23,24)11-8-6-5-7-10(11)12(21)25-3/h5-8H,1-4H3,(H,19,22)",VLCQZHSMCYCDJL-UHFFFAOYSA-N,COC(=O)c1ccccc1S(=O)(=O)N=C(O)N(C)c1nc(C)nc(OC)n1
361,TRIBUFOS,37251-32-4|78-48-8,745.0,HSDB,361.0,5125,"InChI=1S/C12H27OPS3/c1-4-7-10-15-14(13,16-11-8-5-2)17-12-9-6-3/h4-12H2,1-3H3",ZOKXUAHZSKEQSS-UHFFFAOYSA-N,CCCCSP(=O)(SCCCC)SCCCC
362,TRICHLORFON,26373-97-7|52-68-6|56042-26-3|56042-27-4,27.0,HSDB,362.0,5853,"InChI=1S/C4H8Cl3O4P/c1-10-12(9,11-2)3(8)4(5,6)7/h3,8H,1-2H3",NFACJZMKEDPNKN-UHFFFAOYSA-N,COP(=O)(OC)C(O)C(Cl)(Cl)Cl
363,TRICHLOROACETIC ACID,76-03-9,119.6,HSDB,363.0,6421,"InChI=1S/C2HCl3O2/c3-2(4,5)1(6)7/h(H,6,7)",YNJBWRMUSHSURL-UHFFFAOYSA-N,O=C(O)C(Cl)(Cl)Cl
364,TRICHLOROBENZENES,NA,35.0,HSDB,364.0,NA,NA,NA,NA
365,TRICHLORONATE,327-98-0,180.0,HSDB,365.0,9477,"InChI=1S/C10H12Cl3O2PS/c1-3-14-16(17,4-2)15-10-6-8(12)7(11)5-9(10)13/h5-6H,3-4H2,1-2H3",ANIAQSUBRGXWLS-UHFFFAOYSA-N,CCOP(=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl
366,Triclocarban,101-20-2,231.0,HSDB,366.0,7547,"InChI=1S/C13H9Cl3N2O/c14-8-1-3-9(4-2-8)17-13(19)18-10-5-6-11(15)12(16)7-10/h1-7H,(H2,17,18,19)",ICUTUKXCWQYESQ-UHFFFAOYSA-N,OC(=Nc1ccc(Cl)c(Cl)c1)Nc1ccc(Cl)cc1
367,TRICLOPYR,055335-06-3|55335-06-3,1300.0,HSDB,367.0,41428,"InChI=1S/C7H4Cl3NO3/c8-3-1-4(9)7(11-6(3)10)14-2-5(12)13/h1H,2H2,(H,12,13)",REEQLXCGVXDJSQ-UHFFFAOYSA-N,O=C(O)COc1nc(Cl)c(Cl)cc1Cl
368,Triclosan,3380-34-5|88032-08-0,398.8,HSDB,368.0,5564,"InChI=1S/C12H7Cl3O2/c13-7-1-3-11(9(15)5-7)17-12-4-2-8(14)6-10(12)16/h1-6,16H",XEFQLINVKFYRCS-UHFFFAOYSA-N,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl
369,TRICYCLOHEXYLTIN HYDROXIDE,13121-70-5|13171-70-5,50.0,HSDB,369.0,6327054,"InChI=1S/3C6H11.H2O.Sn/c3*1-2-4-6-5-3-1;;/h3*1H,2-6H2;1H2;",UGCNRZFAUBJVPT-UHFFFAOYSA-N,O.[CH]1CCCCC1.[CH]1CCCCC1.[CH]1CCCCC1.[Sn]
370,TRIDECYLBENZENE,123-02-4|29463-64-7|53570-71-1,8.4,HSDB,370.0,31238,"InChI=1S/C19H32/c1-2-3-4-5-6-7-8-9-10-11-13-16-19-17-14-12-15-18-19/h12,14-15,17-18H,2-11,13,16H2,1H3",MCVUKOYZUCWLQQ-UHFFFAOYSA-N,CCCCCCCCCCCCCc1ccccc1
371,Trifloxystrobin,141517-21-7,2.3,HSDB,371.0,11664966,"InChI=1S/C20H19F3N2O4/c1-13(14-8-6-9-16(11-14)20(21,22)23)24-29-12-15-7-4-5-10-17(15)18(25-28-3)19(26)27-2/h4-11H,12H2,1-3H3/b24-13+,25-18+",ONCZDRURRATYFI-TVJDWZFNSA-N,CO/N=C(/C(=O)OC)c1ccccc1CO/N=C(\C)c1cccc(C(F)(F)F)c1
372,TRIFORINE,26644-46-2,19.0,HSDB,372.0,33565,"InChI=1S/C10H14Cl6N4O2/c11-9(12,13)7(17-5-21)19-1-2-20(4-3-19)8(18-6-22)10(14,15)16/h5-8H,1-4H2,(H,17,21)(H,18,22)",RROQIUMZODEXOR-UHFFFAOYSA-N,OC=NC(N1CCN(C(N=CO)C(Cl)(Cl)Cl)CC1)C(Cl)(Cl)Cl
373,TRIISOPROPANOLAMINE,122-20-3,2.0,HSDB,373.0,24730,"InChI=1S/C9H21NO3/c1-7(11)4-10(5-8(2)12)6-9(3)13/h7-9,11-13H,4-6H2,1-3H3",SLINHMUFWFWBMU-UHFFFAOYSA-N,CC(O)CN(CC(C)O)CC(C)O
374,TRIPHENYL PHOSPHATE,115-86-6,37.0,HSDB,374.0,8289,"InChI=1S/C18H15O4P/c19-23(20-16-10-4-1-5-11-16,21-17-12-6-2-7-13-17)22-18-14-8-3-9-15-18/h1-15H",XZZNDPSIHUTMOC-UHFFFAOYSA-N,O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1
375,TRIPHENYLTIN ACETATE,900-45-8|900-95-8,140.0,HSDB,375.0,16682804,"InChI=1S/3C6H5.C2H4O2.Sn/c3*1-2-4-6-5-3-1;1-2(3)4;/h3*1-5H;1H3,(H,3,4);/q;;;;+1/p-1",WDQNIWFZKXZFAY-UHFFFAOYSA-M,CC(=O)[O-].[Sn+].[c]1ccccc1.[c]1ccccc1.[c]1ccccc1
376,TRIPHENYLTIN CHLORIDE,639-58-7,14.0,HSDB,376.0,12540,InChI=1S/3C6H5.ClH.Sn/c3*1-2-4-6-5-3-1;;/h3*1-5H;1H;/q;;;;+1/p-1,NJVOZLGKTAPUTQ-UHFFFAOYSA-M,[Cl-].[Sn+].[c]1ccccc1.[c]1ccccc1.[c]1ccccc1
377,TRIPHENYLTIN HYDROXIDE,76-87-9,14.0,HSDB,377.0,6327657,InChI=1S/3C6H5.H2O.Sn/c3*1-2-4-6-5-3-1;;/h3*1-5H;1H2;,NRHFWOJROOQKBK-UHFFFAOYSA-N,O.[Sn].[c]1ccccc1.[c]1ccccc1.[c]1ccccc1
378,TYLOSIN,1401-69-0|8026-48-0,2.0,HSDB,378.0,5280440,"InChI=1S/C46H77NO17/c1-13-33-30(22-58-45-42(57-12)41(56-11)37(52)26(5)60-45)18-23(2)14-15-31(49)24(3)19-29(16-17-48)39(25(4)32(50)20-34(51)62-33)64-44-38(53)36(47(9)10)40(27(6)61-44)63-35-21-46(8,55)43(54)28(7)59-35/h14-15,17-18,24-30,32-33,35-45,50,52-55H,13,16,19-22H2,1-12H3/b15-14+,23-18+/t24-,25+,26-,27-,28+,29+,30-,32-,33-,35+,36-,37-,38-,39-,40-,41-,42-,43+,44+,45-,46-/m1/s1",WBPYTXDJUQJLPQ-VMXQISHHSA-N,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC
379,VAMIDOTHION,2275-23-2,1.5,HSDB,379.0,560193,"InChI=1S/C8H18NO4PS2/c1-7(8(10)9-2)15-5-6-16-14(11,12-3)13-4/h7H,5-6H2,1-4H3,(H,9,10)",LESVOLZBIFDZGS-UHFFFAOYSA-N,CN=C(O)C(C)SCCSP(=O)(OC)OC
380,VERNOLATE,1929-77-7,139.0,HSDB,380.0,16003,"InChI=1S/C10H21NOS/c1-4-7-11(8-5-2)10(12)13-9-6-3/h4-9H2,1-3H3",OKUGPJPKMAEJOE-UHFFFAOYSA-N,CCCSC(=O)N(CCC)CCC
381,VIRGINIAMYCIN,11006-76-1,173.0,HSDB,381.0,1,"InChI=1S/C43H49N7O10.C28H35N3O7/c1-4-29-40(56)49-21-12-17-30(49)41(57)48(3)32(23-26-13-7-5-8-14-26)42(58)50-22-19-28(51)24-31(50)37(53)47-35(27-15-9-6-10-16-27)43(59)60-25(2)34(38(54)45-29)46-39(55)36-33(52)18-11-20-44-36;1-17(2)26-19(4)9-10-24(34)29-11-5-7-18(3)13-20(32)14-21(33)15-25-30-22(16-37-25)27(35)31-12-6-8-23(31)28(36)38-26/h5-11,13-16,18,20,25,29-32,34-35,52H,4,12,17,19,21-24H2,1-3H3,(H,45,54)(H,46,55)(H,47,53);5,7-10,13,16-17,19-20,26,32H,6,11-12,14-15H2,1-4H3,(H,29,34)/b;7-5-,10-9-,18-13-",MVTQIFVKRXBCHS-FHWPYUEJSA-N,CC1=C/C(O)CC(=O)Cc2nc(co2)C(=O)N2CCC=C2C(=O)OC(C(C)C)C(C)/C=C\C(O)=NC/C=C\1.CCC1N=C(O)C(N=C(O)c2ncccc2O)C(C)OC(=O)C(c2ccccc2)N=C(O)C2CC(=O)CCN2C(=O)C(Cc2ccccc2)N(C)C(=O)C2CCCN2C1=O
382,Zoxamide,156052-68-5,19.0,HSDB,382.0,122087,"InChI=1S/C14H16Cl3NO2/c1-4-14(3,12(19)7-15)18-13(20)9-5-10(16)8(2)11(17)6-9/h5-6H,4,7H2,1-3H3,(H,18,20)",SOUGWDPPRBKJEX-UHFFFAOYSA-N,CCC(C)(N=C(O)c1cc(Cl)c(C)c(Cl)c1)C(=O)CCl
383,Androstenedione,117598-81-9|63-05-8,3.2,HSDB,383.0,6128,"InChI=1S/C19H26O2/c1-18-9-7-13(20)11-12(18)3-4-14-15-5-6-17(21)19(15,2)10-8-16(14)18/h11,14-16H,3-10H2,1-2H3/t14-,15-,16-,18-,19-/m0/s1",AEMFNILZOJDQLW-QAGGRKNESA-N,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12
384,"p, p' - DDT",NA,708.333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",384.0,NA,NA,NA,NA
385,benzo a pyrene,NA,708.333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",385.0,NA,NA,NA,NA
386,"dibenz(a,h)anthracene",53-70-3,708.333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",386.0,5889,InChI=1S/C22H14/c1-3-7-19-15(5-1)9-11-17-14-22-18(13-21(17)19)12-10-16-6-2-4-8-20(16)22/h1-14H,LHRCREOYAASXPZ-UHFFFAOYSA-N,c1ccc2c(c1)ccc1cc3c(ccc4ccccc43)cc12
387,benzamide,55-21-0|55738-52-8,7.08333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",387.0,2331,"InChI=1S/C7H7NO/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H2,8,9)",KXDAEFPNCMNJSK-UHFFFAOYSA-N,N=C(O)c1ccccc1
388,tetrachlorometane,NA,229.166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",388.0,NA,NA,NA,NA
389,parathion,56-38-2,22.9166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",389.0,991,"InChI=1S/C10H14NO5PS/c1-3-14-17(18,15-4-2)16-10-7-5-9(6-8-10)11(12)13/h5-8H,3-4H2,1-2H3",LCCNCVORNKJIRZ-UHFFFAOYSA-N,CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1
390,benz a anthracene,NA,708.333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",390.0,NA,NA,NA,NA
391,chlordane,12789-03-6|33442-85-2|5103-71-9|5103-74-2,708.333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",391.0,5993,"InChI=1S/C10H6Cl8/c11-3-1-2-4(5(3)12)9(16)7(14)6(13)8(2,15)10(9,17)18/h2-5H,1H2",BIWJNBZANLAXMG-UHFFFAOYSA-N,ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)CC3C1(Cl)C2(Cl)Cl
392,lindane,119911-69-2|319-84-6|319-85-7|319-86-8|55963-79-6|58-89-9|608-73-1|6108-10-7|6108-11-8|6108-12-9|6108-13-0,708.333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",392.0,727,InChI=1S/C6H6Cl6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-6H,JLYXXMFPNIAWKQ-UHFFFAOYSA-N,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl
