Index,Compound,CAS,T_half_air_days,SOURCE,Entry,CID,INCHI,INCHIKEY,Canonical_smiles
297,PCB-171,52663-71-5,229.166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",297.0,40478,InChI=1S/C12H3Cl7/c13-5-2-1-4(9(16)10(5)17)8-6(14)3-7(15)11(18)12(8)19/h1-3H,TZMHVHLTPWKZCI-UHFFFAOYSA-N,Clc1ccc(-c2c(Cl)cc(Cl)c(Cl)c2Cl)c(Cl)c1Cl
298,"2,3,7,8-TCDF",51207-31-9,7.08333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",298.0,39929,InChI=1S/C12H4Cl4O/c13-7-1-5-6-2-8(14)10(16)4-12(6)17-11(5)3-9(7)15/h1-4H,KSMVNVHUTQZITP-UHFFFAOYSA-N,Clc1cc2oc3cc(Cl)c(Cl)cc3c2cc1Cl
299,"1,2,3,7-Tetrachlorodibenzo-P-dioxin",67028-18-6,7.08333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",299.0,48889,InChI=1S/C12H4Cl4O2/c13-5-1-2-7-8(3-5)17-9-4-6(14)10(15)11(16)12(9)18-7/h1-4H,SKGXYFVQZVPEFP-UHFFFAOYSA-N,Clc1ccc2c(c1)Oc1cc(Cl)c(Cl)c(Cl)c1O2
300,"2,3,7,8-TCDD",1746-01-6|56795-67-6,7.08333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",300.0,15625,InChI=1S/C12H4Cl4O2/c13-5-1-9-10(2-6(5)14)18-12-4-8(16)7(15)3-11(12)17-9/h1-4H,HGUFODBRKLSHSI-UHFFFAOYSA-N,Clc1cc2c(cc1Cl)Oc1cc(Cl)c(Cl)cc1O2
301,"1,2,3,4-tetrachlorodibenzo-p-dioxin",30746-58-8,7.08333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",301.0,35454,InChI=1S/C12H4Cl4O2/c13-7-8(14)10(16)12-11(9(7)15)17-5-3-1-2-4-6(5)18-12/h1-4H,DJHHDLMTUOLVHY-UHFFFAOYSA-N,Clc1c(Cl)c(Cl)c2c(c1Cl)Oc1ccccc1O2
302,PCB-128,11096-82-5|38380-07-3,229.166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",302.0,38018,InChI=1S/C12H4Cl6/c13-7-3-1-5(9(15)11(7)17)6-2-4-8(14)12(18)10(6)16/h1-4H,BTAGRXWGMYTPBY-UHFFFAOYSA-N,Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)c1Cl
303,"1,2,4-trichlorodibenzo-p-dioxin",39227-58-2,7.08333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",303.0,38253,InChI=1S/C12H5Cl3O2/c13-6-5-7(14)11-12(10(6)15)17-9-4-2-1-3-8(9)16-11/h1-5H,HRVUKLBFRPWXPJ-UHFFFAOYSA-N,Clc1cc(Cl)c2c(c1Cl)Oc1ccccc1O2
304,PCB-87,38380-02-8,70.8333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",304.0,38014,InChI=1S/C12H5Cl5/c13-6-1-3-9(14)8(5-6)7-2-4-10(15)12(17)11(7)16/h1-5H,OPKYDBFRKPQCBS-UHFFFAOYSA-N,Clc1ccc(Cl)c(-c2ccc(Cl)c(Cl)c2Cl)c1
305,"2,8-dichlorodibenzofuran",5409-83-6,7.08333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",305.0,21510,InChI=1S/C12H6Cl2O/c13-7-1-3-11-9(5-7)10-6-8(14)2-4-12(10)15-11/h1-6H,IVVRJIDVYSPKFZ-UHFFFAOYSA-N,Clc1ccc2oc3ccc(Cl)cc3c2c1
306,"2,7-dichlorodibenzo-p-dioxin",33857-26-0,7.08333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",306.0,36613,InChI=1S/C12H6Cl2O2/c13-7-1-3-9-11(5-7)16-10-4-2-8(14)6-12(10)15-9/h1-6H,NBFMTHWVRBOVPE-UHFFFAOYSA-N,Clc1ccc2c(c1)Oc1ccc(Cl)cc1O2
307,"2,8-dichlorodibenzo-p-dioxin",38964-22-6,7.08333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",307.0,38193,InChI=1S/C12H6Cl2O2/c13-7-1-3-9-11(5-7)16-12-6-8(14)2-4-10(12)15-9/h1-6H,WMWJCKBJUQDYLM-UHFFFAOYSA-N,Clc1ccc2c(c1)Oc1cc(Cl)ccc1O2
308,PCB-47,NA,70.8333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",308.0,NA,NA,NA,NA
309,PCB-40,NA,70.8333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",309.0,NA,NA,NA,NA
310,PCB-33,NA,22.9166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",310.0,NA,NA,NA,NA
311,PCB-29,NA,22.9166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",311.0,NA,NA,NA,NA
312,PCB-18,NA,22.9166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",312.0,NA,NA,NA,NA
313,PCB-30,NA,22.9166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",313.0,NA,NA,NA,NA
314,1-Chlorodibenzodioxin,35656-51-0|39227-53-7,7.08333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",314.0,37207,InChI=1S/C12H7ClO2/c13-8-4-3-7-11-12(8)15-10-6-2-1-5-9(10)14-11/h1-7H,VGGGRWRBGXENKI-UHFFFAOYSA-N,Clc1cccc2c1Oc1ccccc1O2
315,2-Chlorodibenzodioxin,NA,7.08333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",315.0,NA,NA,NA,NA
316,PCB-7,NA,7.08333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",316.0,NA,NA,NA,NA
317,PCB-9,NA,7.08333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",317.0,NA,NA,NA,NA
318,PCB-11,NA,7.08333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",318.0,NA,NA,NA,NA
319,PCB-15,NA,7.08333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",319.0,NA,NA,NA,NA
320,PCB-4,NA,7.08333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",320.0,NA,NA,NA,NA
321,aldrin,309-00-2,0.208333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",321.0,12310947,"InChI=1S/C12H8Cl6/c13-8-9(14)11(16)7-5-2-1-4(3-5)6(7)10(8,15)12(11,17)18/h1-2,4-7H,3H2/t4-,5+,6+,7-,10+,11-",QBYJBZPUGVGKQQ-SJJAEHHWSA-N,ClC1=C(Cl)[C@]2(Cl)[C@H]3[C@H]([C@@H]4C=C[C@H]3C4)[C@@]1(Cl)C2(Cl)Cl
322,dieldrin,60-57-1|605-72-1,2.29166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",322.0,969491,"InChI=1S/C12H8Cl6O/c13-8-9(14)11(16)5-3-1-2(6-7(3)19-6)4(5)10(8,15)12(11,17)18/h2-7H,1H2/t2-,3+,4+,5-,6-,7+,10+,11-",DFBKLUNHFCTMDC-PICURKEMSA-N,ClC1=C(Cl)[C@]2(Cl)[C@@H]3[C@@H]4C[C@@H]([C@H]5O[C@@H]45)[C@@H]3[C@@]1(Cl)C2(Cl)Cl
323,dibenzofuran,132-64-9,2.29166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",323.0,568,InChI=1S/C12H8O/c1-3-7-11-9(5-1)10-6-2-4-8-12(10)13-11/h1-8H,TXCDCPKCNAJMEE-UHFFFAOYSA-N,c1ccc2c(c1)oc1ccccc12
324,3-Chlorobiphenyl,11104-28-2|2051-61-8,7.08333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",324.0,16322,InChI=1S/C12H9Cl/c13-12-8-4-7-11(9-12)10-5-2-1-3-6-10/h1-9H,NMWSKOLWZZWHPL-UHFFFAOYSA-N,Clc1cccc(-c2ccccc2)c1
325,PCB-1,NA,7.08333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",325.0,NA,NA,NA,NA
326,4-chlorophenyl phenyl ether,55398-86-2|7005-72-3,0.708333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",326.0,23436,InChI=1S/C12H9ClO/c13-10-6-8-12(9-7-10)14-11-4-2-1-3-5-11/h1-9H,PGPNJCAMHOJTEF-UHFFFAOYSA-N,Clc1ccc(Oc2ccccc2)cc1
327,"1,2,3,4,6,7,8-heptchlorodibenzo-p-dioxin",NA,22.9166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",327.0,NA,NA,NA,NA
328,PCB-206,40186-72-9|53742-07-7,708.333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",328.0,38411,InChI=1S/C12HCl9/c13-3-1-2(5(14)9(18)6(3)15)4-7(16)10(19)12(21)11(20)8(4)17/h1H,JFIMDKGRGPNPRQ-UHFFFAOYSA-N,Clc1cc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl
329,9h-fluorene,86-73-7,2.29166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",329.0,6853,"InChI=1S/C13H10/c1-3-7-12-10(5-1)9-11-6-2-4-8-13(11)12/h1-8H,9H2",NIHNNTQXNPWCJQ-UHFFFAOYSA-N,c1ccc2c(c1)Cc1ccccc1-2
330,"methanone, diphenyl-",119-61-9,22.9166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",330.0,3102,InChI=1S/C13H10O/c14-13(11-7-3-1-4-8-11)12-9-5-2-6-10-12/h1-10H,RWCCWEUUXYIKHB-UHFFFAOYSA-N,O=C(c1ccccc1)c1ccccc1
331,trifluralin,1582-09-8|71281-30-6,7.08333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",331.0,5569,"InChI=1S/C13H16F3N3O4/c1-3-5-17(6-4-2)12-10(18(20)21)7-9(13(14,15)16)8-11(12)19(22)23/h7-8H,3-6H2,1-2H3",ZSDSQXJSNMTJDA-UHFFFAOYSA-N,CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-]
332,anthracene,120-12-7|54261-80-2,2.29166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",332.0,8418,InChI=1S/C14H10/c1-2-6-12-10-14-8-4-3-7-13(14)9-11(12)5-1/h1-10H,MWPLVEDNUUSJAV-UHFFFAOYSA-N,c1ccc2cc3ccccc3cc2c1
333,phenanthrene,85-01-8,2.29166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",333.0,995,InChI=1S/C14H10/c1-3-7-13-11(5-1)9-10-12-6-2-4-8-14(12)13/h1-10H,YNPNZTXNASCQKK-UHFFFAOYSA-N,c1ccc2c(c1)ccc1ccccc12
334,benomyl,17804-35-2,0.208333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",334.0,28780,"InChI=1S/C14H18N4O3/c1-3-4-9-15-13(19)18-11-8-6-5-7-10(11)16-12(18)17-14(20)21-2/h5-8H,3-4,9H2,1-2H3,(H,15,19)(H,16,17,20)",RIOXQFHNBCKOKP-UHFFFAOYSA-N,CCCCN=C(O)n1c(N=C(O)OC)nc2ccccc21
335,"p,p'-dde",68679-99-2|72-55-9,7.08333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",335.0,3035,InChI=1S/C14H8Cl4/c15-11-5-1-9(2-6-11)13(14(17)18)10-3-7-12(16)8-4-10/h1-8H,UCNVFOCBFJOQAL-UHFFFAOYSA-N,ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1
336,metolachlor,51218-45-2|82535-90-8,7.08333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",336.0,4169,"InChI=1S/C15H22ClNO2/c1-5-13-8-6-7-11(2)15(13)17(14(18)9-16)12(3)10-19-4/h6-8,12H,5,9-10H2,1-4H3",WVQBLGZPHOPPFO-UHFFFAOYSA-N,CCc1cccc(C)c1N(C(=O)CCl)C(C)COC
337,isopropalin,33820-53-0,0.708333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",337.0,36606,"InChI=1S/C15H23N3O4/c1-5-7-16(8-6-2)15-13(17(19)20)9-12(11(3)4)10-14(15)18(21)22/h9-11H,5-8H2,1-4H3",NEKOXWSIMFDGMA-UHFFFAOYSA-N,CCCN(CCC)c1c([N+](=O)[O-])cc(C(C)C)cc1[N+](=O)[O-]
338,fluoranthene,206-44-0|76774-50-0,7.08333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",338.0,9154,InChI=1S/C16H10/c1-2-8-13-12(7-1)14-9-3-5-11-6-4-10-15(13)16(11)14/h1-10H,GVEPBJHOBDJJJI-UHFFFAOYSA-N,c1ccc2c(c1)-c1cccc3cccc-2c13
339,pyrene,129-00-0|1346601-04-4|41496-25-7,7.08333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",339.0,31423,InChI=1S/C16H10/c1-3-11-7-9-13-5-2-6-14-10-8-12(4-1)15(11)16(13)14/h1-10H,BBEAQIROQSPTKN-UHFFFAOYSA-N,c1cc2ccc3cccc4ccc(c1)c2c34
340,methoxychlor,1644449-82-0|72-43-5,0.708333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",340.0,4115,"InChI=1S/C16H15Cl3O2/c1-20-13-7-3-11(4-8-13)15(16(17,18)19)12-5-9-14(21-2)10-6-12/h3-10,15H,1-2H3",IAKOZHOLGAGEJT-UHFFFAOYSA-N,COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1
341,"1,2-benzenedicarboxylic acid, dibutyl ester, dibutylphthalate",NA,2.29166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",341.0,NA,NA,NA,NA
342,chrysene,218-01-9|65777-08-4,7.08333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",342.0,9171,InChI=1S/C18H12/c1-3-7-15-13(5-1)9-11-18-16-8-4-2-6-14(16)10-12-17(15)18/h1-12H,WDECIBYCCFPHNR-UHFFFAOYSA-N,c1ccc2c(c1)ccc1c3ccccc3ccc21
343,butyl benzyl phthalate,85-68-7,2.29166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",343.0,2347,"InChI=1S/C19H20O4/c1-2-3-13-22-18(20)16-11-7-8-12-17(16)19(21)23-14-15-9-5-4-6-10-15/h4-12H,2-3,13-14H2,1H3",IRIAEXORFWYRCZ-UHFFFAOYSA-N,CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1
344,benzo(k)fluoranthene,207-08-9,7.08333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",344.0,9158,InChI=1S/C20H12/c1-2-6-15-12-19-17-10-4-8-13-7-3-9-16(20(13)17)18(19)11-14(15)5-1/h1-12H,HAXBIWFMXWRORI-UHFFFAOYSA-N,c1ccc2cc3c(cc2c1)-c1cccc2cccc-3c12
345,perylene,198-55-0|69736-15-8,7.08333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",345.0,9142,InChI=1S/C20H12/c1-5-13-6-2-11-17-18-12-4-8-14-7-3-10-16(20(14)18)15(9-1)19(13)17/h1-12H,CSHWQDPOILHKBI-UHFFFAOYSA-N,c1cc2cccc3c4cccc5cccc(c(c1)c23)c54
346,benzo[ghi]perylene,191-24-2,7.08333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",346.0,9117,InChI=1S/C22H12/c1-3-13-7-9-15-11-12-16-10-8-14-4-2-6-18-17(5-1)19(13)21(15)22(16)20(14)18/h1-12H,GYFAGKUZYNFMBN-UHFFFAOYSA-N,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56
347,"dibenz(a,h)anthracene",53-70-3,7.08333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",347.0,5889,InChI=1S/C22H14/c1-3-7-19-15(5-1)9-11-17-14-22-18(13-21(17)19)12-10-16-6-2-4-8-20(16)22/h1-14H,LHRCREOYAASXPZ-UHFFFAOYSA-N,c1ccc2c(c1)ccc1cc3c(ccc4ccccc43)cc12
348,"ethane, hexachloro-",67-72-1,708.333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",348.0,6214,"InChI=1S/C2Cl6/c3-1(4,5)2(6,7)8",VHHHONWQHHHLTI-UHFFFAOYSA-N,ClC(Cl)(Cl)C(Cl)(Cl)Cl
349,"ethane, 1,1,2,2-tetrachloro-",79-34-5,708.333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",349.0,6591,InChI=1S/C2H2Cl4/c3-1(4)2(5)6/h1-2H,QPFMBZIOSGYJDE-UHFFFAOYSA-N,ClC(Cl)C(Cl)Cl
350,chloroethene(vinylchloride),NA,2.29166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",350.0,NA,NA,NA,NA
351,"acetic acid, chloro-",79-11-8,22.9166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",351.0,300,"InChI=1S/C2H3ClO2/c3-1-2(4)5/h1H2,(H,4,5)",FOCAUTSVDIKZOP-UHFFFAOYSA-N,O=C(O)CCl
352,"ethane, 1,2-dichloro-",107-06-2|25323-30-2|52399-93-6,70.8333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",352.0,11,InChI=1S/C2H4Cl2/c3-1-2-4/h1-2H2,WSLDOOZREJYCGB-UHFFFAOYSA-N,ClCCCl
353,"methane, oxybis chloro-",NA,0.708333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",353.0,NA,NA,NA,NA
354,acetaldehyde,75-07-0,0.208333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",354.0,177,"InChI=1S/C2H4O/c1-2-3/h2H,1H3",IKHGUXGNUITLKF-UHFFFAOYSA-N,CC=O
355,acetic acid,64-19-7|77671-22-8,2.29166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",355.0,176,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",QTBSBXVTEAMEQO-UHFFFAOYSA-N,CC(=O)O
356,"formic acid, methyl ester",107-31-3,2.29166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",356.0,7865,"InChI=1S/C2H4O2/c1-4-2-3/h2H,1H3",TZIHFWKZFHZASV-UHFFFAOYSA-N,COC=O
357,chloroethane,25052-55-5|75-00-3,70.8333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",357.0,6337,"InChI=1S/C2H5Cl/c1-2-3/h2H2,1H3",HRYZWHHZPQKTII-UHFFFAOYSA-N,CCCl
358,"methane, chloromethoxy-",107-30-2,0.708333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",358.0,7864,"InChI=1S/C2H5ClO/c1-4-2-3/h2H2,1H3",XJUZRXYOEPSWMB-UHFFFAOYSA-N,COCCl
359,acetamide,60-35-5|74330-92-0,0.708333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",359.0,178,"InChI=1S/C2H5NO/c1-2(3)4/h1H3,(H2,3,4)",DLFVBJFMPXGRIB-UHFFFAOYSA-N,CC(=N)O
360,ethanethioamide,62-55-5,0.708333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",360.0,2723949,"InChI=1S/C2H5NS/c1-2(3)4/h1H3,(H2,3,4)",YUKQRDCYNOVPGJ-UHFFFAOYSA-N,CC(=N)S
361,"methanamine, n-methyl-n-nitroso-",62-75-9,0.208333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",361.0,6124,InChI=1S/C2H6N2O/c1-4(2)3-5/h1-2H3,UMFJAHHVKNCGLG-UHFFFAOYSA-N,CN(C)N=O
362,ethanol,42845-45-4|64-17-5|8000-16-6,2.29166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",362.0,702,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",LFQSCWFLJHTTHZ-UHFFFAOYSA-N,CCO
363,"methane, oxybis-",115-10-6|157621-61-9,0.708333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",363.0,8254,InChI=1S/C2H6O/c1-3-2/h1-2H3,LCGLNKUTAGEVQW-UHFFFAOYSA-N,COC
364,"1,2-ethanediol",107-21-1,2.29166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",364.0,174,"InChI=1S/C2H6O2/c3-1-2-4/h3-4H,1-2H2",LYCAIKOWRPUZTN-UHFFFAOYSA-N,OCCO
365,ethanamine,75-04-7,0.708333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",365.0,6341,"InChI=1S/C2H7N/c1-2-3/h2-3H2,1H3",QUSNBJAOOMFDIB-UHFFFAOYSA-N,CCN
366,"methanamine, n-methyl-",124-40-3|20786-94-1,0.208333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",366.0,674,"InChI=1S/C2H7N/c1-3-2/h3H,1-2H3",ROSDSFDQCJNGOL-UHFFFAOYSA-N,CNC
367,"ethanol, 2-amino-",12220-07-4|12220-09-6|141-43-5,0.208333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",367.0,700,"InChI=1S/C2H7NO/c3-1-2-4/h4H,1-3H2",HZAXFHJVJLSVMW-UHFFFAOYSA-N,NCCO
368,trichloroethylene,123919-09-5|79-01-6,7.08333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",368.0,6575,InChI=1S/C2HCl3/c3-1-2(4)5/h1H,XSTXAVWGXDQKEL-UHFFFAOYSA-N,ClC=C(Cl)Cl
369,"ethane, pentachloro-",76-01-7,708.333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",369.0,6419,"InChI=1S/C2HCl5/c3-1(4)2(5,6)7/h1H",BNIXVQGCZULYKV-UHFFFAOYSA-N,ClC(Cl)C(Cl)(Cl)Cl
370,2-propenenitrile,107-13-1|63908-52-1,2.29166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",370.0,7855,"InChI=1S/C3H3N/c1-2-3-4/h2H,1H2",NLHHRLWOUZZQLW-UHFFFAOYSA-N,C=CC#N
