Index,Compound,CAS,T_half_sediment_days,SOURCE,Entry,CID,INCHI,INCHIKEY,Canonical_smiles
308,"1-propanamine, n-nitroso-n-propyl-",621-64-7,229.166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",308.0,12130,"InChI=1S/C6H14N2O/c1-3-5-8(7-9)6-4-2/h3-6H2,1-2H3",YLKFDHTUAUWZPQ-UHFFFAOYSA-N,CCCN(CCC)N=O
309,3-butenoic acid,28391-17-5|625-38-7,22.9166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",309.0,32743,"InChI=1S/C4H6O2/c1-2-3-4(5)6/h2H,1,3H2,(H,5,6)",PVEOYINWKBTPIZ-UHFFFAOYSA-N,C=CCC(=O)O
310,"1,4-cyclohexadiene",628-41-1,70.8333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",310.0,12343,"InChI=1S/C6H8/c1-2-4-6-5-3-1/h1-2,5-6H,3-4H2",UVJHQYIOXKWHFD-UHFFFAOYSA-N,C1=CCC=CC1
311,"acetic acid, pentyl ester",628-63-7|828-63-7,22.9166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",311.0,12348,"InChI=1S/C7H14O2/c1-3-4-5-6-9-7(2)8/h3-6H2,1-2H3",PGMYKACGEOXYJE-UHFFFAOYSA-N,CCCCCOC(C)=O
312,"benzene, 1,2,3,4-tetrachloro-",13280-72-3|634-66-2|63697-20-1,708.333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",312.0,12463,InChI=1S/C6H2Cl4/c7-3-1-2-4(8)6(10)5(3)9/h1-2H,GBDZXPJXOMHESU-UHFFFAOYSA-N,Clc1ccc(Cl)c(Cl)c1Cl
313,"benzene, 1,2,3,5-tetrachloro-",634-90-2|63697-21-2,708.333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",313.0,12468,InChI=1S/C6H2Cl4/c7-3-1-4(8)6(10)5(9)2-3/h1-2H,QZYNWJQFTJXIRN-UHFFFAOYSA-N,Clc1cc(Cl)c(Cl)c(Cl)c1
314,1-hexyne,26856-30-4|28827-85-2|693-02-7,70.8333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",314.0,12732,"InChI=1S/C6H10/c1-3-5-6-4-2/h1H,4-6H2,2H3",CGHIBGNXEGJPQZ-UHFFFAOYSA-N,C#CCCCC
315,"carbamothioic acid, dipropyl-, s-ethyl ester",759-94-4,70.8333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",315.0,12968,"InChI=1S/C9H19NOS/c1-4-7-10(8-5-2)9(11)12-6-3/h4-8H2,1-3H3",GUVLYNGULCJVDO-UHFFFAOYSA-N,CCCN(CCC)C(=O)SCC
316,1-ethylnaphthalene,1127-76-0|27138-19-8|29793-40-6,229.166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",316.0,14315,"InChI=1S/C12H12/c1-2-10-7-5-8-11-6-3-4-9-12(10)11/h3-9H,2H2,1H3",ZMXIYERNXPIYFR-UHFFFAOYSA-N,CCc1cccc2ccccc12
317,carbofuran,1563-66-2,70.8333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",317.0,2566,"InChI=1S/C12H15NO3/c1-12(2)7-8-5-4-6-9(10(8)16-12)15-11(14)13-3/h4-6H,7H2,1-3H3,(H,13,14)",DUEPRVBVGDRKAG-UHFFFAOYSA-N,CN=C(O)Oc1cccc2c1OC(C)(C)C2
318,trifluralin,1582-09-8|71281-30-6,229.166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",318.0,5569,"InChI=1S/C13H16F3N3O4/c1-3-5-17(6-4-2)12-10(18(20)21)7-9(13(14,15)16)8-11(12)19(22)23/h7-8H,3-6H2,1-2H3",ZSDSQXJSNMTJDA-UHFFFAOYSA-N,CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-]
319,"propane, 2-methoxy-2-methyl-",1219795-06-8|1634-04-4,70.8333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",319.0,15413,"InChI=1S/C5H12O/c1-5(2,3)6-4/h1-4H3",BZLVMXJERCGZMT-UHFFFAOYSA-N,COC(C)(C)C
320,"2,3,7,8-TCDD",1746-01-6|56795-67-6,2291.66666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",320.0,15625,InChI=1S/C12H4Cl4O2/c13-5-1-9-10(2-6(5)14)18-12-4-8(16)7(15)3-11(12)17-9/h1-4H,HGUFODBRKLSHSI-UHFFFAOYSA-N,Clc1cc2c(cc1Cl)Oc1cc(Cl)c(Cl)cc1O2
321,atrazine,102029-43-6|1912-24-9,70.8333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",321.0,2256,"InChI=1S/C8H14ClN5/c1-4-10-7-12-6(9)13-8(14-7)11-5(2)3/h5H,4H2,1-3H3,(H2,10,11,12,13,14)",MXWJVTOOROXGIU-UHFFFAOYSA-N,CCN=c1nc(Cl)[nH]c(=NC(C)C)[nH]1
322,dicamba,1918-00-9|62610-39-3|89300-29-8,70.8333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",322.0,3030,"InChI=1S/C8H6Cl2O3/c1-13-7-5(10)3-2-4(9)6(7)8(11)12/h2-3H,1H3,(H,11,12)",IWEDIXLBFLAXBO-UHFFFAOYSA-N,COc1c(Cl)ccc(Cl)c1C(=O)O
323,decachlorobiphenyl  (PCB 209),NA,2291.66666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",323.0,NA,NA,NA,NA
324,3 chlorobiphenyl  (PCB 3),NA,708.333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",324.0,NA,NA,NA,NA
325,diallate,17708-57-5|2303-16-4,229.166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",325.0,5284376,"InChI=1S/C10H17Cl2NOS/c1-7(2)13(8(3)4)10(14)15-6-9(12)5-11/h5,7-8H,6H2,1-4H3/b9-5-",SPANOECCGNXGNR-UITAMQMPSA-N,CC(C)N(C(=O)SC/C(Cl)=C/Cl)C(C)C
326,triallate,2303-17-5,22.9166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",326.0,5543,"InChI=1S/C10H16Cl3NOS/c1-6(2)14(7(3)4)10(15)16-5-8(11)9(12)13/h6-7H,5H2,1-4H3",MWBPRDONLNQCFV-UHFFFAOYSA-N,CC(C)N(C(=O)SCC(Cl)=C(Cl)Cl)C(C)C
327,2-methoxytetrachlorophenol,2539-17-5|97331-56-1,229.166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",327.0,17343,"InChI=1S/C7H4Cl4O2/c1-13-7-5(11)3(9)2(8)4(10)6(7)12/h12H,1H3",YZZVKLJKDFFSFL-UHFFFAOYSA-N,COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl
328,octachlorodibenzo-p-dioxin,3268-87-9,2291.66666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",328.0,18636,InChI=1S/C12Cl8O2/c13-1-2(14)6(18)10-9(5(1)17)21-11-7(19)3(15)4(16)8(20)12(11)22-10,FOIBFBMSLDGNHL-UHFFFAOYSA-N,Clc1c(Cl)c(Cl)c2c(c1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2
329,"o,p' DDE",3424-82-6,2291.66666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",329.0,246598,InChI=1S/C14H8Cl4/c15-10-7-5-9(6-8-10)13(14(17)18)11-3-1-2-4-12(11)16/h1-8H,ZDYJWDIWLRZXDB-UHFFFAOYSA-N,ClC(Cl)=C(c1ccc(Cl)cc1)c1ccccc1Cl
330,"2,8-dichlorodibenzofuran",5409-83-6,708.333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",330.0,21510,InChI=1S/C12H6Cl2O/c13-7-1-3-11-9(5-7)10-6-8(14)2-4-12(10)15-11/h1-6H,IVVRJIDVYSPKFZ-UHFFFAOYSA-N,Clc1ccc2oc3ccc(Cl)cc3c2c1
331,"benzene, 1-chloro-4-phenoxy-",55398-86-2|7005-72-3,70.8333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",331.0,23436,InChI=1S/C12H9ClO/c13-10-6-8-12(9-7-10)14-11-4-2-1-3-5-11/h1-9H,PGPNJCAMHOJTEF-UHFFFAOYSA-N,Clc1ccc(Oc2ccccc2)cc1
332,mecoprop,7085-19-0|93-65-2,70.8333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",332.0,7153,"InChI=1S/C10H11ClO3/c1-6-5-8(11)3-4-9(6)14-7(2)10(12)13/h3-5,7H,1-2H3,(H,12,13)",WNTGYJSOUMFZEP-UHFFFAOYSA-N,Cc1cc(Cl)ccc1OC(C)C(=O)O
333,toxaphene,1852481-29-8|8001-35-2,2291.66666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",333.0,5284469,"InChI=1S/C10H8Cl8/c1-4-7(2-11,3-12)9(16)6(14)5(13)8(4,15)10(9,17)18/h5-6H,1-3H2",OEJNXTAZZBRGDN-UHFFFAOYSA-N,C=C1C(CCl)(CCl)C2(Cl)C(Cl)C(Cl)C1(Cl)C2(Cl)Cl
334,benomyl,17804-35-2,229.166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",334.0,28780,"InChI=1S/C14H18N4O3/c1-3-4-9-15-13(19)18-11-8-6-5-7-10(11)16-12(18)17-14(20)21-2/h5-8H,3-4,9H2,1-2H3,(H,15,19)(H,16,17,20)",RIOXQFHNBCKOKP-UHFFFAOYSA-N,CCCCN=C(O)n1c(N=C(O)OC)nc2ccccc21
335,"2,3,4-trichlorobiphenyl  (PCB 21)",NA,2291.66666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",335.0,NA,NA,NA,NA
336,"2,3,3',4',5'-pentachlorobiphenyl  (PCB 122)",NA,2291.66666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",336.0,NA,NA,NA,NA
337,"2,2' dichloro 4 methylbiphenyl",NA,708.333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",337.0,NA,NA,NA,NA
338,"3,3',4,4',5,5'-hexachlorobiphenyl  (PCB 169)",NA,2291.66666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",338.0,NA,NA,NA,NA
339,"2,2',3,3',4,5,6-heptachlorobiphenyl  (PCB 173)",NA,2291.66666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",339.0,NA,NA,NA,NA
340,"1,2,3,4-tetrachlorodibenzo-p-dioxin",30746-58-8,2291.66666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",340.0,35454,InChI=1S/C12H4Cl4O2/c13-7-8(14)10(16)12-11(9(7)15)17-5-3-1-2-4-6(5)18-12/h1-4H,DJHHDLMTUOLVHY-UHFFFAOYSA-N,Clc1c(Cl)c(Cl)c2c(c1Cl)Oc1ccccc1O2
341,isopropalin,33820-53-0,229.166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",341.0,36606,"InChI=1S/C15H23N3O4/c1-5-7-16(8-6-2)15-13(17(19)20)9-12(11(3)4)10-14(15)18(21)22/h9-11H,5-8H2,1-4H3",NEKOXWSIMFDGMA-UHFFFAOYSA-N,CCCN(CCC)c1c([N+](=O)[O-])cc(C(C)C)cc1[N+](=O)[O-]
342,"2,7-dichlorodibenzo-p-dioxin",33857-26-0,708.333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",342.0,36613,InChI=1S/C12H6Cl2O2/c13-7-1-3-9-11(5-7)16-10-4-2-8(14)6-12(10)15-9/h1-6H,NBFMTHWVRBOVPE-UHFFFAOYSA-N,Clc1ccc2c(c1)Oc1ccc(Cl)cc1O2
343,"1,2,3,4,6,7,8-heptchlorodibenzo-p-dioxin",NA,2291.66666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",343.0,NA,NA,NA,NA
344,"2,8-dichlorodibenzo-p-dioxin",38964-22-6,708.333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",344.0,38193,InChI=1S/C12H6Cl2O2/c13-7-1-3-9-11(5-7)16-12-6-8(14)2-4-10(12)15-9/h1-6H,WMWJCKBJUQDYLM-UHFFFAOYSA-N,Clc1ccc2c(c1)Oc1cc(Cl)ccc1O2
345,octachlorodibenzofuran,39001-02-0,2291.66666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",345.0,38200,InChI=1S/C12Cl8O/c13-3-1-2-4(14)6(16)8(18)10(20)12(2)21-11(1)9(19)7(17)5(3)15,RHIROFAGUQOFLU-UHFFFAOYSA-N,Clc1c(Cl)c(Cl)c2c(oc3c(Cl)c(Cl)c(Cl)c(Cl)c32)c1Cl
346,"2,7-dichlorodibenzo-p-dioxin",33857-26-0,708.333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",346.0,36613,InChI=1S/C12H6Cl2O2/c13-7-1-3-9-11(5-7)16-10-4-2-8(14)6-12(10)15-9/h1-6H,NBFMTHWVRBOVPE-UHFFFAOYSA-N,Clc1ccc2c(c1)Oc1ccc(Cl)cc1O2
347,"1,2,4-trichlorodibenzo-p-dioxin",39227-58-2,708.333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",347.0,38253,InChI=1S/C12H5Cl3O2/c13-6-5-7(14)11-12(10(6)15)17-9-4-2-1-3-8(9)16-11/h1-5H,HRVUKLBFRPWXPJ-UHFFFAOYSA-N,Clc1cc(Cl)c2c(c1Cl)Oc1ccccc1O2
348,"1,2,3,4,7-pentachlorodibenzo-p-dioxin",39227-61-7,2291.66666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",348.0,38254,InChI=1S/C12H3Cl5O2/c13-4-1-2-5-6(3-4)19-12-10(17)8(15)7(14)9(16)11(12)18-5/h1-3H,WRNGAZFESPEMCN-UHFFFAOYSA-N,Clc1ccc2c(c1)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2
349,"2,3,7,8-TCDF",51207-31-9,2291.66666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",349.0,39929,InChI=1S/C12H4Cl4O/c13-7-1-5-6-2-8(14)10(16)4-12(6)17-11(5)3-9(7)15/h1-4H,KSMVNVHUTQZITP-UHFFFAOYSA-N,Clc1cc2oc3cc(Cl)c(Cl)cc3c2cc1Cl
350,metolachlor,51218-45-2|82535-90-8,229.166666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",350.0,4169,"InChI=1S/C15H22ClNO2/c1-5-13-8-6-7-11(2)15(13)17(14(18)9-16)12(3)10-19-4/h6-8,12H,5,9-10H2,1-4H3",WVQBLGZPHOPPFO-UHFFFAOYSA-N,CCc1cccc(C)c1N(C(=O)CCl)C(C)COC
351,"2,2',3,3',4,5,5',6,6'-nonachlorobiphenyl  (PCB 208)",NA,2291.66666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",351.0,NA,NA,NA,NA
352,PCB 28*,NA,708.333333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",352.0,NA,NA,NA,NA
353,PCB 101*,NA,2291.66666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",353.0,NA,NA,NA,NA
354,PCB 180*,NA,7083.33333333333,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",354.0,NA,NA,NA,NA
355,? HCH*,NA,2291.66666666667,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",355.0,NA,NA,NA,NA
356,p-cresol*,NA,2.25,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",356.0,NA,NA,NA,NA
357,Hypo-A*,NA,417.0,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",357.0,NA,NA,NA,NA
358,Hypo-B*,NA,70.0,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",358.0,NA,NA,NA,NA
359,Hypo-C*,NA,36500.0,"Gramatica et al. 2007, Environ. Sci. Technol., 41, 8, 2833–2839, DOI: https://doi.org/10.1021/es061773b",359.0,NA,NA,NA,NA
